PMA_PMN_NUM,rpss,rpss_category,recall_count,total_adverse_events,unique-manufacturers,device_class,root_cause_description,last_scored,device_name
K192599,0.30869005,Medium,251,1255,0,2,Under Investigation by firm,2:35:19 AM,ASAHI PTCA Guide Wire ASAHI Gaia Next
K231972,0.308672533,Medium,84,168,0,2,Process control,2:35:19 AM,"Advanta VXT Vascular Graft, Flixene Vascular Graft"
K970432,0.308353445,Medium,34,170,0,2,Device Design,2:35:19 AM,INFANT RADIANT WARMER - MODELS IW910 AND IW920
K230278,0.30835124,Medium,34,68,0,2,Device Design,2:35:19 AM,Babyroo TN300
K120642,0.308350505,Medium,34,34,0,2,Device Design,2:35:19 AM,RESUSCITAIRE WITH AUTOBREATH
K191687,0.308235244,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,pORTAL Steerable Hydrophilic Guidewire and pORTAL EXT Extension Wire
K191907,0.307969051,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,OptoWire III
K211518,0.307630876,Medium,34,68,0,2,Process control,2:35:19 AM,"2.4mm X 130cm Phoenix Deflecting Atherectomy System, 1.5mm X 149cm Phoenix Atherectomy System"
K233665,0.307530292,Medium,267,8544,0,2,Packaging change control,2:35:19 AM,"DePuy Synthes VOLT Mini Fragment Plating System, DePuy Synthes VOLT Small Fragment Plating System"
K141295,0.307193258,Medium,251,1004,0,2,Under Investigation by firm,2:35:19 AM,MERIT HYDROPHILIC GUIDEWIRE
K972142,0.307166107,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,ACS HI-TORQUE ALL STAR 0.014 GUIDE WIRE WITH MICROGLIDE COATING
K071923,0.307070229,Medium,84,252,0,2,Process control,2:35:19 AM,PTFE FLIXENE GRADUATED WALL GRAFT
P970018,0.306825076,Medium,29,21460,0,3,Nonconforming Material/Component,2:35:19 AM,"Processor, Cervical Cytology Slide, Automated"
K150445,0.306758137,Medium,251,753,0,2,Under Investigation by firm,2:35:19 AM,"ASAHI Peripheral Guide Wire Series (ASAHI Gladius, ASAHI Halberd, ASAHI Gaia PV)"
K002289,0.30670432,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,INQWIRE DIAGNOSTIC GUIDE WIRE
K152740,0.306484821,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,Radifocus Glidewire
K201595,0.306451521,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,Merit Hydrophilic Guide Wire
K123067,0.30643264,Medium,251,753,0,2,Under Investigation by firm,2:35:19 AM,"PROGRESS GUIDE WIRE FAMILY, PILOT GUIDE WIRE FAMILY"
P000053,0.306393044,Medium,7,731640,0,3,Nonconforming Material/Component,2:35:19 AM,"Device, Incontinence, Mechanical/Hydraulic"
K080144,0.306268371,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,MANDREL GUIDEWIRES OR M-WIRES
K072460,0.306245398,Medium,251,3012,0,2,Under Investigation by firm,2:35:19 AM,HI-TORQUE BALANCE MIDDLEWEIGHT UNIVERSAL II GUIDE WIRE
K080863,0.306098796,Medium,251,753,0,2,Under Investigation by firm,2:35:19 AM,TRAXCESS 0.014 HYDROPHILIC GUIDEWIRE
P030011,0.306024876,Medium,5,12960,0,3,Process control,2:35:19 AM,Artificial Heart
K000011,0.305992681,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,MODIFIED HYDROPHILIC COATED GUIDEWIRE
K120137,0.305976425,Medium,251,1004,0,2,Under Investigation by firm,2:35:19 AM,VICTORY GUIDEWIRE (32 MODELS)
K111288,0.30590762,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,ANCHORWIRE GUIDEWIRE
K073082,0.305801362,Medium,251,1004,0,2,Under Investigation by firm,2:35:19 AM,CPS COURIER GUIDEWIRE
K221575,0.305763008,Medium,251,1255,0,2,Under Investigation by firm,2:35:19 AM,Pre-Formed Blue
K151840,0.305541049,Medium,251,1255,0,2,Under Investigation by firm,2:35:19 AM,"Fighter Guidewire, Marvel Guidewire, Samurai Guidewire, Samurai RC Guidewire, Stretch Extension Wire"
K083738,0.305526762,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,"HI-TORQUE FLEX-T GUIDE WIRE, MODELS 1012067-01, 02, 03, 04 AND 05"
K152709,0.305511981,Medium,251,27108,0,2,Under Investigation by firm,2:35:19 AM,HI-TORQUE BALANCE
K140695,0.305487418,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,"COUGAR GUIDEWIRE, ZINGER GUIDWIRE, THUNDER GUIDEWIRE, PROVIA GUIDEWIRE, INTUITION GUIDEWIRE"
K173795,0.305463494,Medium,251,753,0,2,Under Investigation by firm,2:35:19 AM,HI-TORQUE TurnTrac Guide Wire Family
K130016,0.305458769,Medium,84,336,0,2,Process control,2:35:19 AM,LIFESPAN EPTFE VASCULAR GRAFT
K111485,0.305452792,Medium,251,3765,0,2,Under Investigation by firm,2:35:19 AM,FATHOM 16 STEERABLE GUIDEWIRE MODEL M001509XXX
K103101,0.305442303,Medium,251,2259,0,2,Under Investigation by firm,2:35:19 AM,HI-TORQUE BALANCE MIDDLEWEIGHT ELITE
K113454,0.305436779,Medium,251,1757,0,2,Under Investigation by firm,2:35:19 AM,"14 WIRE STANDARD, 14 WIRE LS"
K133175,0.305405466,Medium,6,12,0,1,Software design,2:35:19 AM,DRAEGER JAUNDICE METER JM-105
K963702,0.305340323,Medium,251,1506,0,2,Under Investigation by firm,2:35:19 AM,ACS HI-TORQUE IRON MAN GUIDE WIRE
K133230,0.305306133,Medium,251,6526,0,2,Under Investigation by firm,2:35:19 AM,INQWIRE DIAGNOSTIC GUIDE WIRE
K053268,0.305290115,Medium,251,12048,0,2,Under Investigation by firm,2:35:19 AM,PVS 2000 SYNCHRO2 GUIDEWIRE
K213854,0.305266729,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,SavvyWire
K171997,0.305266225,Medium,251,1506,0,2,Under Investigation by firm,2:35:19 AM,Mandril Wire Guide
K180300,0.305220009,Medium,13,26,0,2,Process control,2:35:19 AM,"Margolin HSG Cannula, Goldstein Sonohysterography Catheter"
P240005,0.305211917,Medium,4,940,0,3,Process control,2:35:19 AM,"Lens, Multifocal Intraocular"
K042338,0.305166478,Medium,251,2008,0,2,Under Investigation by firm,2:35:19 AM,CORONARY PERIPHERAL AND RENAL STEERABLE GUIDEWIRE
K143587,0.305152039,Medium,251,2259,0,2,Under Investigation by firm,2:35:19 AM,"ChoICE Guide Wire, Mailman Guide Wire, Luge Guide Wire, ChoICE PT Guide Wire, PT Graphix Wire"
P200020,0.305147268,Medium,4,224,0,3,Process control,2:35:19 AM,"Lens, Multifocal Intraocular"
K192454,0.305137418,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,Wattson Temporary Pacing Guidewire
K124007,0.305120506,Medium,251,753,0,2,Under Investigation by firm,2:35:19 AM,"SILVERSPEED HYDROPHILIC GUIDEWIRE, X-CELERATOR HYDROPHILIC EXCHANGE GUIDEWIRE, X-PEDION HYDROPHILIC GUIDEWIRE, MIRAGE HY"
K141782,0.305120472,Medium,251,5522,0,2,Under Investigation by firm,2:35:19 AM,HI-TORQUE VERSATURN GUIDE WIRE
K982876,0.305116696,Medium,251,4267,0,2,Under Investigation by firm,2:35:19 AM,"HI-TORQUE STEELCORE 18 GUIDE WIRE MODEL NUMBERS 1003280, 1003281, 1003282"
K160643,0.305116034,Medium,251,7279,0,2,Under Investigation by firm,2:35:19 AM,ENROUTE 0.014 Guidewire
P040020,0.305096078,Medium,4,46556,0,3,Process control,2:35:19 AM,"Lens, Multifocal Intraocular"
K241510,0.305063995,Medium,251,1004,0,2,Under Investigation by firm,2:35:19 AM,CROSSLEAD Tracker
K170636,0.305043851,Medium,251,753,0,2,Under Investigation by firm,2:35:19 AM,Fathom-16 Steerable Guidewires
K030617,0.305037691,Medium,251,2510,0,2,Under Investigation by firm,2:35:19 AM,PT2 GUIDE WIRE AND ADDWIRE EXTENSION WIRE
K122573,0.30503018,Medium,251,7781,0,2,Under Investigation by firm,2:35:19 AM,HI-TORQUE COMMAND GUIDE WIRE FAMILY
K983819,0.305016592,Medium,84,336,0,2,Process control,2:35:19 AM,INTERGARD KNITTED ULTRA THIN COLLAGEN COATED VASCULAR GRAFT AND HEMACAROTID PATCH ULTRA THIN
P190018,0.305011203,Medium,4,21400,0,3,Process control,2:35:19 AM,"Lens, Multifocal Intraocular"
K004011,0.305005866,Medium,84,168,0,2,Process control,2:35:19 AM,"IMPRA CARBOFLO VASCULAR GRAFT, IMPRA CARBOFLO VASCULAR GRAFTS FOR A-V ACCESS"
K163004,0.304987951,Medium,251,753,0,2,Under Investigation by firm,2:35:19 AM,Radifocus Glidewire Advantage Track
P980040,0.304968086,Medium,4,25168,0,3,Process control,2:35:19 AM,TECNIS OPTIBLUE 1-PIECE IOL
K992960,0.304965103,Medium,84,336,0,2,Process control,2:35:19 AM,ADVANTA GRAFT (>6MM)
K063695,0.304957196,Medium,251,7530,0,2,Under Investigation by firm,2:35:19 AM,RUNTHROUGH NS
K112745,0.304943185,Medium,251,3514,0,2,Under Investigation by firm,2:35:19 AM,V-14 CONTROL WIRE GUIDEWIRE
K230377,0.304938247,Medium,251,1255,0,2,Under Investigation by firm,2:35:19 AM,CROSSLEAD Penetration Peripheral Guide Wire
K040345,0.304917331,Medium,251,1506,0,2,Under Investigation by firm,2:35:19 AM,MODIFICATION TO NITREX NITINOL GUIDEWIRE
K172073,0.30491651,Medium,251,5522,0,2,Under Investigation by firm,2:35:19 AM,Hi-Torque Command 18 Guide Wire
K240997,0.304876013,Medium,251,1255,0,2,Under Investigation by firm,2:35:19 AM,Hi-Torque Command 14 ST Guide Wire and Hi-Torque Command 14 MT Guide Wire
K033742,0.304857554,Medium,251,3765,0,2,Under Investigation by firm,2:35:19 AM,BOSTON SCIENTIFIC V-18 CONTROL WIRE
K111498,0.304842934,Medium,251,2761,0,2,Under Investigation by firm,2:35:19 AM,FATHOM (TM) 14 STEERABLE GUIDEWIRE
K171933,0.304823591,Medium,251,16064,0,2,Under Investigation by firm,2:35:19 AM,"ASAHI PTCA Guide Wires, ASAHI Corsair Microcatheter, ASAHI Corsair Pro Microcatheter"
K171764,0.304778899,Medium,251,7279,0,2,Under Investigation by firm,2:35:19 AM,Fixed Core Wire Guides
K062161,0.304722892,Medium,84,504,0,2,Process control,2:35:19 AM,GORE PROPATEN VASCULAR GRAFT
K063372,0.304711153,Medium,251,3765,0,2,Under Investigation by firm,2:35:19 AM,RADIFOCUS GLIDEWIRE ADVANTAGE
K192886,0.304688007,Medium,251,4769,0,2,Under Investigation by firm,2:35:19 AM,"OmniWire Pressure Guide Wire, 185 cm Straight Tip, OmniWire Pressure Guide Wire, 185 cm J-Tip"
K083094,0.30464749,Medium,251,2510,0,2,Under Investigation by firm,2:35:19 AM,STREAMER POLYMER GUIDEWIRE
K103347,0.304646119,Medium,84,420,0,2,Process control,2:35:19 AM,CARDIOROOT WOVEN COLLAGEN COATED VASCULAR PROSTHESES
K151244,0.304615918,Medium,251,6777,0,2,Under Investigation by firm,2:35:19 AM,Pre-Formed Guidewire
K130215,0.304595031,Medium,84,3444,0,2,Process control,2:35:19 AM,GORE ACUSEAL VASCULAR GRAFT
K955230,0.304594246,Medium,84,504,0,2,Process control,2:35:19 AM,VASCUTEK GELSOFT PLUS VASCULAR GRAFT
K101116,0.304561988,Medium,251,9036,0,2,Under Investigation by firm,2:35:19 AM,"HI-TORQUE PILOT 50 AND 150 GUIDE WIRE WITH HYDROCOAT HYDROPHILIC COATING, HI-TORQUE WHISPER LS AND MS GUIDE WIRE WITH"
K213845,0.304534741,Medium,84,756,0,2,Process control,2:35:19 AM,HeRO Graft
K013651,0.304505866,Medium,84,168,0,2,Process control,2:35:19 AM,"INTERGARD HEMABRIDGE COLLAGEN COATED VASCULAR PROSTHESIS, INTERGARD AORTIC ARCH COLLAGEN COATED VASCULAR PROSTHESIS"
K090987,0.304505866,Medium,84,168,0,2,Process control,2:35:19 AM,VASCUTEK BRANCHED GELWEAVE
K052282,0.304505605,Medium,84,84,0,2,Process control,2:35:19 AM,VENAFLO II VASCULAR GRAFT
K983861,0.304505605,Medium,84,84,0,2,Process control,2:35:19 AM,DISTAFLO BYPASS GRAFT
K964665,0.304505605,Medium,84,84,0,2,Process control,2:35:19 AM,VASCUTEK GELWEAVE VASCULAR GRAFT (BIFURCATED CONFIGURATION)
K060142,0.304505605,Medium,84,84,0,2,Process control,2:35:19 AM,VASCUTEK GELWEAVE SIENA COLLARED ANTEFLO AND PLEXUS WITH RADIOPAQUE MARKERS
K984294,0.304505605,Medium,84,84,0,2,Process control,2:35:19 AM,MODIFICATION OF INTERGARD WOVEN COLLAGEN COATED VASCULAR PROSTHESES
K970843,0.304505605,Medium,84,84,0,2,Process control,2:35:19 AM,INTERGARD WOVEN COLLAGEN COATED VASCULAR PROSTHESES
K991602,0.304505605,Medium,84,84,0,2,Process control,2:35:19 AM,EPTFE RINGED GORE-TEX VASCULAR GRAFT
K132623,0.304489455,Medium,251,7028,0,2,Under Investigation by firm,2:35:19 AM,MEDTRONIC CONFIDA BRECKER CURVE GUIDEWIRE
K002907,0.304465265,Medium,251,3514,0,2,Under Investigation by firm,2:35:19 AM,PVS 1300 NEURO GUIDE WIRE
K182985,0.304405554,Medium,251,2008,0,2,Under Investigation by firm,2:35:19 AM,"Roadrunner PC Wire Guide, Olcott Torque Device"
K162842,0.304378403,Medium,251,1506,0,2,Under Investigation by firm,2:35:19 AM,ASAHI PTCA Guide Wire ASAHI SUOH 03
K180784,0.304367772,Medium,251,2510,0,2,Under Investigation by firm,2:35:19 AM,"ASAHI PTCA Guide Wire ASAHI Gladius Mongo 14, ASAHI Gladius Mongo 14 ES"
K173277,0.304336199,Medium,251,1506,0,2,Under Investigation by firm,2:35:19 AM,ASAHI PTCA Guide Wire ASAHI SION black
K191464,0.304252699,Medium,251,5522,0,2,Under Investigation by firm,2:35:19 AM,Asahi PTCA Guide Wire Asahi SION Series
K163426,0.304185128,Medium,251,4267,0,2,Under Investigation by firm,2:35:19 AM,"ASAHI PTCA, Peripheral, and Neurovascular Guide Wires, ASAHI Guide Wire Extension"
K980119,0.304155534,Medium,251,1004,0,2,Under Investigation by firm,2:35:19 AM,ACS HI-TORQUE WHOLEY SUPRA CORE GUIDE WIRE
K202344,0.304102627,Medium,209,3916033,0,2,Employee error,2:35:19 AM,TiUltra Implants and Xeal Abutments
K103057,0.303998344,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,ASAHI ASTATO XS 20 PERIPHERAL GUIDE WIRE
K022762,0.303887418,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,"JOWIRE NEO'S PTCA CATHETER GUIDEWIRES, MODELS AG141000, AG142000, AG143000, AG141002, AG141010, AG14M060 & AG14M050"
K982559,0.303887418,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,GUIDEWIRE
K141339,0.303887418,Medium,251,502,0,2,Under Investigation by firm,2:35:19 AM,ASAHI RG3 GUIDEWIRE/ASAHI RG3 SOFT GUIDEWIRE
K183062,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,ASAHI Silverway
K201834,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,HI-TORQUE PROCEED Guide Wire Family
K101648,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,HI-TORQUE WINN GUIDE WIRE FAMILY
K020283,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,BACK-UP MEIER STEERABLE GUIDEWIRE
K041531,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,ASAHI PTCA GUIDE WIRE CONFIANZA PRO
K220137,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,Lunderquist Extra Stiff Wire Guide
K212268,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,"FMD Peripheral Guide Wires F-14 and F-18, FMD Guide Wire Extension F-14 EXT"
K183467,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,Roadrunner Extra Support Wire Guide
K170700,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,Inqwire Diagnostic Guide Wire
K213868,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,ASAHI Gladius Mongo18 PV ES
K203529,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,VASSALLO GT Hybrid
K974773,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,"HI-TORQUE FLOPPY GUIDE WIRE WITH HYDROCOAT HYDROPHILIC COATING, HI-TORQUE STANDARD GUIDE WIRE WITH HYDROCOAT HYDROPHILIC"
K140485,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,MANDREL GUIDEWIRE
K070150,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,VASCUPUNCTURE PICC GUIDEWIRE
K130766,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,ROADRUNNER UNIGLIDE HYDROPHILIC WIRE GUIDE
K053187,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,AMPLATZER NOODLEWIRE GUIDEWIRE
K014075,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,"BMC COAXIAL INJECTABLE CATHETER, MODEL CIC 38/145 AND CIC 35/145"
K042370,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,TORAYGUIDE GUIDEWIRE
K061171,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,"SEQUITOR STEERABLE GUIDEWIRE, MODELS SQR18XX AND SQR14XX"
K110009,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,ROADRUNNER UNIGLIDE HYDROPHILIC WIRE GUIDE
K032899,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,RADIUS COUGAR WIRE
K110479,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,ACUITY WHISPER VIEW GUIDE WIRES
K100578,0.303873842,Medium,251,251,0,2,Under Investigation by firm,2:35:19 AM,ASAHI SION PTCA GUIDE WIRE MODEL AHW14R001S & AHW14R301S
K122473,0.303708567,Medium,35,385,0,2,Nonconforming Material/Component,2:35:19 AM,TOTALCARE SPOT TOTALCARE BARIATRIC TOTALCARE DUO TOATALCARE BED SYSTEM TOTALCARE DUO2
K102605,0.303367766,Medium,29,145,0,2,Process control,2:35:19 AM,MAHURKAR TRIPLE LUMEN DIALYSIS CATHETER
P910023,0.30328263,Medium,89,172838,0,3,Process design,2:35:19 AM,"Pulse Generator, Permanent, Implantable"
P230017,0.303167575,Medium,2,10448,0,3,Nonconforming Material/Component,2:35:19 AM,Percutaneous Cardiac Ablation Catheter For Treatment Of Atrial Fibrillation With Irreversible Electroporation
P230030,0.303121,Medium,2,252,0,3,Nonconforming Material/Component,2:35:19 AM,Percutaneous Cardiac Ablation Catheter For Treatment Of Atrial Fibrillation With Irreversible Electroporation
P200030,0.30307265,Medium,173,541144,0,3,Other,2:35:19 AM,"System, Endovascular Graft, Aortic Aneurysm Treatment"
K143102,0.302828179,Medium,29,174,0,2,Process control,2:35:19 AM,Multi-Lumen Acute Hemodialysis Catheter for High Volume Infusions
P240006,0.302793807,Medium,2,3256,0,3,Nonconforming Material/Component,2:35:19 AM,Percutaneous Cardiac Ablation Catheter For Treatment Of Atrial Fibrillation With Irreversible Electroporation
P240013,0.30265833,Medium,2,5202,0,3,Nonconforming Material/Component,2:35:19 AM,Percutaneous Cardiac Ablation Catheter For Treatment Of Atrial Fibrillation With Irreversible Electroporation
K133456,0.302567017,Medium,29,348,0,2,Process control,2:35:19 AM,POWER-TRIALYSIS SHORT-TERM DIALYSIS CATHETER
K141531,0.302315427,Medium,29,174,0,2,Process control,2:35:19 AM,POWER-TRIALYSIS SLIM-CATH SHORT-TERM DIALYSIS CATHETER
K240173,0.30216134,Medium,267,5073,0,2,Packaging change control,2:35:19 AM,Treace Medical Systems (TMC) Plating System
K130725,0.301497652,Medium,7,91,0,2,Package design/selection,2:35:19 AM,"MODIFIED ARGYLE POLYURETHANE UMBILICAL VESSEL CATHETER 2.5FR, 3.5FR, 5 FR."
K981630,0.301475459,Medium,7,42,0,2,Package design/selection,2:35:19 AM,VYGON DOUBLE LUMEN UMBILICAL CATHETER
K072788,0.301462487,Medium,1,4,0,2,Software design,2:35:19 AM,STORZ MODULITH LITHOTRIPTER SLX-F2-F180
K173905,0.30136365,Medium,2,2,0,1,Software Manufacturing/Software Deployment,2:35:19 AM,"Surgic Pro, Surgic Pro+"
K242451,0.300760466,Medium,47,282,0,2,Packaging process control,2:35:19 AM,HemoSphere Alta Advanced Monitoring Platform (ALTAALL1/ALTCR1/ALTASR1); HemoSphere Alta- monitor pressure cable (HEMAPSC200);Acumen AFM cable- HemoSphere Alta monitor (HEMAFM100)
K070582,0.300721981,Medium,85,112455,0,2,Nonconforming Material/Component,2:35:19 AM,"BARDEX ALL-SILICONE, BARDEX LUBRI-SIL, AND BARDEX LUBRI-SIL I.C. TEMPERATURE-SENSING FOLEY CATHETERS"
K160084,0.300328469,Medium,47,2350,0,2,Packaging process control,2:35:19 AM,Swan Ganz Catheters
K233824,0.300323744,Medium,47,1692,0,2,Packaging process control,2:35:19 AM,Swan-Ganz catheter
K233983,0.300269996,Medium,47,1222,0,2,Packaging process control,2:35:19 AM,Swan-Ganz Pacing Probe and Catheters; Swan-Ganz Bipolar Pacing Catheter (D97120F5); Swan-Ganz Bipolar Pacing Catheter (D97130F5); Swan-Ganz Pacing Thermodilution TD Catheter (D200F7); Chandler Transluminal V-Pacing Probe (D98100)
K231248,0.300229312,Medium,47,141,0,2,Packaging process control,2:35:19 AM,"Swan-Ganz Catheters, FloTrac sensors, ClearSight finger cuffs, HemoSphere Advanced Monitoring Platform"
K012225,0.300227942,Medium,47,47,0,2,Packaging process control,2:35:19 AM,ATTAIN 6215 VENOGRAM BALLOON CATHETER
K193466,0.300227942,Medium,47,47,0,2,Packaging process control,2:35:19 AM,Swan-Ganz Catheters
P120006,0.30022531,Medium,173,499624,0,3,Other,2:35:19 AM,"System, Endovascular Graft, Aortic Aneurysm Treatment"
K963004,0.300200867,Medium,14,14,0,,Labeling design,2:35:19 AM,BIONECT CREAM
P840008,0.300063816,Medium,1,384,0,2,Software design,2:35:19 AM,"Lithotriptor, Extracorporeal Shock-Wave, Urological"
K201074,0.300000666,Medium,1,5,0,2,Software design,2:35:19 AM,Delta III Lithotripter
K002929,0.300000333,Medium,1,3,0,2,Software design,2:35:19 AM,DORNIER COMPACT ALPHA LITHOTRIPTER
K072538,0.299999999,Medium,1,1,0,2,Software design,2:35:19 AM,PIEZOLITH 3000 TRIPLE-FOCUS LITHOTRIPTER
K220760,0.299999994,Medium,0,1,0,2,Other,2:35:19 AM,Pre-Formed Penile Silicone Block
K982688,0.299999994,Medium,0,1,0,2,Other,2:35:19 AM,SPECTRUM DESIGNS PRE-FORM CONTOUR SILICONE CARVING BLOCK
K162624,0.299999994,Medium,0,1,0,2,Other,2:35:19 AM,Pre-Formed Penile Silicone Block
K003016,0.299600858,Medium,31,31,0,2,Packaging process control,2:35:19 AM,PRO-FEMUR R
P180001,0.299411057,Medium,173,7785,0,3,Other,2:35:19 AM,"System, Endovascular Graft, Aortic Aneurysm Treatment"
K052549,0.299012158,Medium,16,560,0,2,Nonconforming Material/Component,2:35:19 AM,LEADCARE II BLOOD LEAD TESTING SYSTEM
K234050,0.29858851,Medium,50,150,0,2,Process control,2:35:19 AM,"HALYARD® ONE-STEP® Sterilization Wrap, HALYARD® QUICK CHECK® Sterilization Wrap, HALYARD® SEQUENTIAL Sterilization Wrap and HALYARD® SMART-FOLD® Sterilization Wrap"
P190015,0.298573478,Medium,173,409837,0,3,Other,2:35:19 AM,"System, Endovascular Graft, Aortic Aneurysm Treatment"
K040504,0.298347458,Medium,83,36105,0,2,Nonconforming Material/Component,2:35:19 AM,"BARDEX, LUBRI-SIL AND LUBRI-SIL IC ALL-SILICONE FOLEY CATHETERS"
K971297,0.2982878,Medium,267,2136,0,2,Packaging change control,2:35:19 AM,CENTRE-DRIVE DRILL-FREE SCREW
K070508,0.298241324,Medium,83,415,0,2,Nonconforming Material/Component,2:35:19 AM,BARDEX LUBRI-SIL ALL-SILICONE LUBRICIOUS COATED FOLEY CATHETER 6 FR
K070558,0.298096803,Medium,83,1743,0,2,Nonconforming Material/Component,2:35:19 AM,BARDEX LUBRI-SIL AND BARDEX LUBRI-SIL I.C. ANTI-INFECTIVE ALL-SILICONE FOLEY CATHETERS
K984084,0.298059997,Medium,83,14608,0,2,Nonconforming Material/Component,2:35:19 AM,BARDEX LUBRI-SIL FOLEY CATHETER
K233411,0.297718202,Medium,83,3818,0,2,Nonconforming Material/Component,2:35:19 AM,Folysil Silicone Catheter
K990500,0.297502403,Medium,83,166,0,2,Nonconforming Material/Component,2:35:19 AM,"KENDALL ULTRAMER COUDE FOLEY CATHETER, MODEL 1416C, KENDALL CURITY COUDE FOLEY CATHETER TRAY, MODEL 6946C"
K972184,0.297501194,Medium,83,83,0,2,Nonconforming Material/Component,2:35:19 AM,RUSCH BRILLANT SILICONE FOLEY CATHETER
K083386,0.297079169,Medium,10,170,0,2,Nonconforming Material/Component,2:35:19 AM,"ADVIA CHEMISTRY CALCIUM_2 (CA_2) METHOD, MODELS P/M 02189699 (40 ML FILL), P/N 02189915 (70 ML FILL)"
K974017,0.296828919,Medium,268,1608,0,2,Packaging change control,2:35:19 AM,TIMESH SYSTEM
P200045,0.296290927,Medium,173,270572,0,3,Other,2:35:19 AM,"System, Endovascular Graft, Aortic Aneurysm Treatment"
K062855,0.296079131,Medium,10,270,0,2,Nonconforming Material/Component,2:35:19 AM,CALCIUM
P130018,0.295935046,Medium,7,308,0,3,Nonconforming Material/Component,2:35:19 AM,"Device, Incontinence, Mechanical/Hydraulic"
K984136,0.295914825,Medium,22,10846,0,2,Component design/selection,2:35:19 AM,BARDEX LUBRI-SIL I.C. FOLEY CATHETER
K202363,0.295848937,Medium,4,8,0,,Labeling design,2:35:19 AM,HBP7 Settable Hemostatic Bone Putty
K093493,0.295793317,Medium,50,750,0,2,Process control,2:35:19 AM,AESCULAP STERILCONTAINER S
P960030,0.295599069,Medium,8,29840,0,3,Nonconforming Material/Component,2:35:19 AM,Permanent Pacemaker Electrode
K964107,0.295460471,Medium,8,48,0,3,Nonconforming Material/Component,2:35:19 AM,OSCOR PERMANENT RETRACTABLE SCREW-IN PACING LEAD MODEL PR
P120017,0.295459157,Medium,8,34944,0,3,Nonconforming Material/Component,2:35:19 AM,Permanent Pacemaker Electrode
P950024,0.295409483,Medium,8,24048,0,3,Nonconforming Material/Component,2:35:19 AM,Permanent Pacemaker Electrode
P960006,0.295396706,Medium,8,15480,0,3,Nonconforming Material/Component,2:35:19 AM,Permanent Pacemaker Electrode
P130012,0.295364978,Medium,8,4928,0,3,Nonconforming Material/Component,2:35:19 AM,Permanent Pacemaker Electrode
P800041,0.295321498,Medium,8,208,0,3,Nonconforming Material/Component,2:35:19 AM,Permanent Pacemaker Electrode
K955550,0.295320877,Medium,8,8,0,3,Nonconforming Material/Component,2:35:19 AM,CARDIFIX EZ BIPOLAR/UNIPOLAR ENDOCARDIAL PACING LEAD
K980869,0.295320877,Medium,8,8,0,3,Nonconforming Material/Component,2:35:19 AM,"SYNOX SX 53-BP, SX 60-BP, SX 45-JBP, SX 53-JBP , MODELS 120 444, 119 684, 120 438 AND 120 143"
K000763,0.295320877,Medium,8,8,0,3,Nonconforming Material/Component,2:35:19 AM,"PX 53/15-BP, MODEL 130 050 AND PX 60/15-BP, MODEL 130 051"
